"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"13.09.2019 09:00 - 13.09.2019 09:15","7110","6947","","3735","3859","","11903","12337",""
"13.09.2019 09:15 - 13.09.2019 09:30","8136","8007","","3651","3800","","11690","12102",""
"13.09.2019 09:30 - 13.09.2019 09:45","9136","9061","","3571","3743","","11476","11886",""
"13.09.2019 09:45 - 13.09.2019 10:00","10063","10088","","3492","3682","","11250","11655",""
"13.09.2019 10:00 - 13.09.2019 10:15","10938","11045","","3417","3620","","11025","11428",""
"13.09.2019 10:15 - 13.09.2019 10:30","11760","11889","","3362","3558","","10908","11321",""
"13.09.2019 10:30 - 13.09.2019 10:45","12500","12658","","3310","3492","","10787","11223",""
"13.09.2019 10:45 - 13.09.2019 11:00","13159","13353","","3255","3426","","10736","11255",""
"13.09.2019 11:00 - 13.09.2019 11:15","13763","13984","","3205","3373","","10684","11290",""
"13.09.2019 11:15 - 13.09.2019 11:30","14301","14521","","3156","3327","","10891","11358",""
"13.09.2019 11:30 - 13.09.2019 11:45","14730","14954","","3112","3276","","11086","11425",""
"13.09.2019 11:45 - 13.09.2019 12:00","15080","15301","","3060","3229","","11069","11398",""
"13.09.2019 12:00 - 13.09.2019 12:15","15362","15571","","3018","3188","","11046","11364",""
"13.09.2019 12:15 - 13.09.2019 12:30","15591","15765","","2991","3155","","10993","11243",""
"13.09.2019 12:30 - 13.09.2019 12:45","15750","15876","","2962","3120","","10942","11119",""
"13.09.2019 12:45 - 13.09.2019 13:00","15842","15957","","2933","3087","","10864","11004",""
"13.09.2019 13:00 - 13.09.2019 13:15","15875","15981","","2909","3073","","10776","10918",""
"13.09.2019 13:15 - 13.09.2019 13:30","15830","15930","","2890","3078","","10678","10788",""
"13.09.2019 13:30 - 13.09.2019 13:45","15712","15809","","2880","3088","","10570","10649",""
"13.09.2019 13:45 - 13.09.2019 14:00","15508","15604","","2870","3095","","10429","10486",""
"13.09.2019 14:00 - 13.09.2019 14:15","15253","15086","","2859","2924","","10284","10351",""
"13.09.2019 14:15 - 13.09.2019 14:30","14926","14790","","2850","2932","","10133","10177",""
"13.09.2019 14:30 - 13.09.2019 14:45","14491","14438","","2838","2945","","9988","10001",""
"13.09.2019 14:45 - 13.09.2019 15:00","14070","14029","","2827","2952","","9835","9836",""
"13.09.2019 15:00 - 13.09.2019 15:15","13606","13570","","2817","2962","","9684","9720",""
"13.09.2019 15:15 - 13.09.2019 15:30","13069","13043","","2799","2959","","9505","9555",""
"13.09.2019 15:30 - 13.09.2019 15:45","12452","12454","","2777","2957","","9330","9385",""
"13.09.2019 15:45 - 13.09.2019 16:00","11769","11785","","2758","2957","","9139","9231",""
"13.09.2019 16:00 - 13.09.2019 16:15","11021","11046","","2744","2949","","8948","9080",""
"13.09.2019 16:15 - 13.09.2019 16:30","10197","10258","","2723","2918","","8716","8887",""
"13.09.2019 16:30 - 13.09.2019 16:45","9295","9373","","2707","2891","","8484","8689",""
"13.09.2019 16:45 - 13.09.2019 17:00","8353","8437","","2689","2865","","8251","8511",""
"13.09.2019 17:00 - 13.09.2019 17:15","7383","7465","","2552","2829","","8050","8333",""
"13.09.2019 17:15 - 13.09.2019 17:30","6393","6474","","2502","2777","","7789","8057",""
"13.09.2019 17:30 - 13.09.2019 17:45","5351","5416","","2453","2720","","7528","7789",""
"13.09.2019 17:45 - 13.09.2019 18:00","4338","4385","","2402","2669","","7276","7519",""
"13.09.2019 18:00 - 13.09.2019 18:15","3363","3403","","2354","2615","","7022","7259",""
"13.09.2019 18:15 - 13.09.2019 18:30","2447","2462","","2305","2567","","6805","7041",""
"13.09.2019 18:30 - 13.09.2019 18:45","1633","1630","","2260","2523","","6592","6820",""
"13.09.2019 18:45 - 13.09.2019 19:00","981","969","","2213","2476","","6378","6597",""
"13.09.2019 19:00 - 13.09.2019 19:15","498","482","","2169","2433","","6175","6376",""
"13.09.2019 19:15 - 13.09.2019 19:30","217","206","","2127","2405","","6062","6215",""
"13.09.2019 19:30 - 13.09.2019 19:45","47","45","","2088","2373","","5947","6061",""
"13.09.2019 19:45 - 13.09.2019 20:00","0","1","","2047","2349","","5839","5913",""
"13.09.2019 20:00 - 13.09.2019 20:15","0","0","","2008","2306","","5734","5796",""
"13.09.2019 20:15 - 13.09.2019 20:30","0","0","","1971","2255","","5705","5771",""
"13.09.2019 20:30 - 13.09.2019 20:45","0","0","","1935","2201","","5677","5753",""
"13.09.2019 20:45 - 13.09.2019 21:00","0","0","","1899","2150","","5655","5735",""
"13.09.2019 21:00 - 13.09.2019 21:15","0","0","","1862","2103","","5635","5647",""
"13.09.2019 21:15 - 13.09.2019 21:30","0","0","","1823","2059","","5619","5627",""
"13.09.2019 21:30 - 13.09.2019 21:45","0","0","","1784","2015","","5606","5608",""
"13.09.2019 21:45 - 13.09.2019 22:00","0","0","","1747","1974","","5589","5585",""
"13.09.2019 22:00 - 13.09.2019 22:15","0","0","","1714","1937","","5601","5582",""
"13.09.2019 22:15 - 13.09.2019 22:30","0","0","","1674","1894","","5574","5555",""
"13.09.2019 22:30 - 13.09.2019 22:45","0","0","","1642","1859","","5538","5519",""
"13.09.2019 22:45 - 13.09.2019 23:00","0","0","","1604","1821","","5508","5484",""
"13.09.2019 23:00 - 13.09.2019 23:15","0","0","","1568","1781","","5481","5459",""
"13.09.2019 23:15 - 13.09.2019 23:30","0","0","","1532","1734","","5398","5385",""
"13.09.2019 23:30 - 13.09.2019 23:45","0","0","","1489","1686","","5322","5313",""
"13.09.2019 23:45 - 14.09.2019 00:00","0","0","","1448","1639","","5246","5240",""
"14.09.2019 00:00 - 14.09.2019 00:15","0","0","","1457","1689","","5352","5753",""
"14.09.2019 00:15 - 14.09.2019 00:30","0","0","","1396","1602","","5291","5765",""
"14.09.2019 00:30 - 14.09.2019 00:45","0","0","","1335","1562","","5227","5697",""
"14.09.2019 00:45 - 14.09.2019 01:00","0","0","","1278","1496","","5159","5667",""
"14.09.2019 01:00 - 14.09.2019 01:15","0","0","","1226","1414","","5081","5606",""
"14.09.2019 01:15 - 14.09.2019 01:30","0","0","","1199","1338","","4991","5469",""
"14.09.2019 01:30 - 14.09.2019 01:45","0","0","","1172","1278","","4900","5380",""
"14.09.2019 01:45 - 14.09.2019 02:00","0","0","","1142","1276","","4816","5243",""
"14.09.2019 02:00 - 14.09.2019 02:15","0","0","","1115","1225","","4740","5093",""
"14.09.2019 02:15 - 14.09.2019 02:30","0","0","","1109","1185","","4631","5004",""
"14.09.2019 02:30 - 14.09.2019 02:45","0","0","","1103","1091","","4524","4820",""
"14.09.2019 02:45 - 14.09.2019 03:00","0","0","","1098","995","","4413","4607",""
"14.09.2019 03:00 - 14.09.2019 03:15","0","0","","1089","919","","4296","4457",""
"14.09.2019 03:15 - 14.09.2019 03:30","0","0","","1082","916","","4231","4372",""
"14.09.2019 03:30 - 14.09.2019 03:45","0","0","","1075","935","","4167","4216",""
"14.09.2019 03:45 - 14.09.2019 04:00","0","0","","1067","966","","4104","4100",""
"14.09.2019 04:00 - 14.09.2019 04:15","0","0","","1066","1022","","4032","4118",""
"14.09.2019 04:15 - 14.09.2019 04:30","0","0","","1056","1050","","3964","4015",""
"14.09.2019 04:30 - 14.09.2019 04:45","0","0","","1050","1030","","3889","3866",""
"14.09.2019 04:45 - 14.09.2019 05:00","0","0","","1041","995","","3808","3733",""
"14.09.2019 05:00 - 14.09.2019 05:15","0","0","","1035","973","","3730","3639",""
"14.09.2019 05:15 - 14.09.2019 05:30","0","0","","1025","955","","3649","3547",""
"14.09.2019 05:30 - 14.09.2019 05:45","0","0","","1018","930","","3567","3475",""
"14.09.2019 05:45 - 14.09.2019 06:00","0","0","","1005","908","","3498","3378",""
"14.09.2019 06:00 - 14.09.2019 06:15","0","0","","995","930","","3421","3347",""
"14.09.2019 06:15 - 14.09.2019 06:30","0","0","","991","894","","3387","3358",""
"14.09.2019 06:30 - 14.09.2019 06:45","3","3","","987","864","","3352","3389",""
"14.09.2019 06:45 - 14.09.2019 07:00","132","130","","978","854","","3307","3404",""
"14.09.2019 07:00 - 14.09.2019 07:15","386","368","","969","870","","3244","3392",""
"14.09.2019 07:15 - 14.09.2019 07:30","873","878","","950","848","","3139","3295",""
"14.09.2019 07:30 - 14.09.2019 07:45","1829","1750","","929","867","","3036","3189",""
"14.09.2019 07:45 - 14.09.2019 08:00","2891","2833","","910","863","","2941","3041",""
"14.09.2019 08:00 - 14.09.2019 08:15","4054","4025","","887","829","","2840","2940",""
"14.09.2019 08:15 - 14.09.2019 08:30","5280","5286","","878","834","","2614","2649",""
"14.09.2019 08:30 - 14.09.2019 08:45","6628","6719","","869","837","","2391","2389",""
"14.09.2019 08:45 - 14.09.2019 09:00","8056","8178","","861","842","","2145","2114",""
"14.09.2019 09:00 - 14.09.2019 09:15","9507","9654","","852","850","","1925","1880",""
"14.09.2019 09:15 - 14.09.2019 09:30","10958","11147","","843","863","","1704","1707",""
"14.09.2019 09:30 - 14.09.2019 09:45","12410","12632","","836","875","","1501","1542",""
"14.09.2019 09:45 - 14.09.2019 10:00","13842","14067","","828","888","","1307","1419",""
"14.09.2019 10:00 - 14.09.2019 10:15","15186","15427","","827","907","","1119","1309",""
"14.09.2019 10:15 - 14.09.2019 10:30","16421","16683","","827","934","","1089","1251",""
"14.09.2019 10:30 - 14.09.2019 10:45","17586","17857","","829","958","","1055","1200",""
"14.09.2019 10:45 - 14.09.2019 11:00","18674","18930","","834","986","","1020","1159",""
"14.09.2019 11:00 - 14.09.2019 11:15","19640","19900","","841","1012","","997","1131",""
"14.09.2019 11:15 - 14.09.2019 11:30","20478","20726","","869","1044","","998","1135",""
"14.09.2019 11:30 - 14.09.2019 11:45","21168","21408","","898","1070","","999","1145",""
"14.09.2019 11:45 - 14.09.2019 12:00","21768","21974","","929","1099","","1003","1146",""
"14.09.2019 12:00 - 14.09.2019 12:15","22256","22451","","957","1123","","1007","1154",""
"14.09.2019 12:15 - 14.09.2019 12:30","22620","22785","","981","1167","","1012","1167",""
"14.09.2019 12:30 - 14.09.2019 12:45","22906","23015","","1000","1206","","1026","1183",""
"14.09.2019 12:45 - 14.09.2019 13:00","23123","23182","","1020","1249","","1037","1195",""
"14.09.2019 13:00 - 14.09.2019 13:15","23253","23277","","1046","1292","","1038","1206",""
"14.09.2019 13:15 - 14.09.2019 13:30","23272","23268","","1076","1338","","1052","1227",""
"14.09.2019 13:30 - 14.09.2019 13:45","23166","23157","","1104","1387","","1065","1241",""
"14.09.2019 13:45 - 14.09.2019 14:00","22968","22950","","1132","1435","","1081","1253",""
"14.09.2019 14:00 - 14.09.2019 14:15","22669","22882","","1166","1438","","1087","1092",""
"14.09.2019 14:15 - 14.09.2019 14:30","22258","22469","","1208","1477","","1083","1096",""
"14.09.2019 14:30 - 14.09.2019 14:45","21693","21925","","1251","1516","","1081","1100",""
"14.09.2019 14:45 - 14.09.2019 15:00","21053","21300","","1295","1556","","1086","1110",""
"14.09.2019 15:00 - 14.09.2019 15:15","20324","20568","","1336","1597","","1097","1144",""
"14.09.2019 15:15 - 14.09.2019 15:30","19481","19720","","1384","1630","","1122","1174",""
"14.09.2019 15:30 - 14.09.2019 15:45","18531","18777","","1426","1670","","1151","1195",""
"14.09.2019 15:45 - 14.09.2019 16:00","17499","17737","","1472","1707","","1165","1201",""
"14.09.2019 16:00 - 14.09.2019 16:15","16356","16600","","1515","1740","","1178","1211",""
"14.09.2019 16:15 - 14.09.2019 16:30","15135","15350","","1565","1766","","1170","1214",""
"14.09.2019 16:30 - 14.09.2019 16:45","13780","13956","","1610","1794","","1169","1215",""
"14.09.2019 16:45 - 14.09.2019 17:00","12362","12528","","1656","1821","","1133","1183",""
"14.09.2019 17:00 - 14.09.2019 17:15","10860","10981","","1704","1856","","1099","1152",""
"14.09.2019 17:15 - 14.09.2019 17:30","9340","9435","","1763","1908","","1057","1118",""
"14.09.2019 17:30 - 14.09.2019 17:45","7744","7815","","1819","1953","","1017","1086",""
"14.09.2019 17:45 - 14.09.2019 18:00","6237","6267","","1876","2007","","984","1057",""
"14.09.2019 18:00 - 14.09.2019 18:15","4815","4820","","1931","2060","","957","1029",""
"14.09.2019 18:15 - 14.09.2019 18:30","3502","3457","","1990","2120","","953","1052",""
"14.09.2019 18:30 - 14.09.2019 18:45","2358","2283","","2051","2182","","949","1069",""
"14.09.2019 18:45 - 14.09.2019 19:00","1444","1345","","2113","2248","","1006","1104",""
"14.09.2019 19:00 - 14.09.2019 19:15","696","617","","2185","2317","","1068","1142",""
"14.09.2019 19:15 - 14.09.2019 19:30","267","243","","2276","2402","","1136","1213",""
"14.09.2019 19:30 - 14.09.2019 19:45","60","62","","2370","2489","","1204","1289",""
"14.09.2019 19:45 - 14.09.2019 20:00","0","0","","2465","2577","","1304","1380",""
"14.09.2019 20:00 - 14.09.2019 20:15","0","0","","2565","2677","","1418","1489",""
"14.09.2019 20:15 - 14.09.2019 20:30","0","0","","2714","2846","","1607","1707",""
"14.09.2019 20:30 - 14.09.2019 20:45","0","0","","2853","3003","","1797","1937",""
"14.09.2019 20:45 - 14.09.2019 21:00","0","0","","2997","3169","","1981","2182",""
"14.09.2019 21:00 - 14.09.2019 21:15","0","0","","3147","3325","","2155","2364",""
"14.09.2019 21:15 - 14.09.2019 21:30","0","0","","3306","3490","","2356","2600",""
"14.09.2019 21:30 - 14.09.2019 21:45","0","0","","3462","3651","","2552","2842",""
"14.09.2019 21:45 - 14.09.2019 22:00","0","0","","3622","3820","","2748","3080",""
"14.09.2019 22:00 - 14.09.2019 22:15","0","0","","3756","3960","","2972","3360",""
"14.09.2019 22:15 - 14.09.2019 22:30","0","0","","3891","4104","","3232","3626",""
"14.09.2019 22:30 - 14.09.2019 22:45","0","0","","4028","4243","","3483","3891",""
"14.09.2019 22:45 - 14.09.2019 23:00","0","0","","4161","4390","","3753","4167",""
"14.09.2019 23:00 - 14.09.2019 23:15","0","0","","4292","4521","","4030","4464",""
"14.09.2019 23:15 - 14.09.2019 23:30","0","0","","4408","4646","","4382","4835",""
"14.09.2019 23:30 - 14.09.2019 23:45","0","0","","4529","4738","","4712","5134",""
"14.09.2019 23:45 - 15.09.2019 00:00","0","0","","4645","4857","","5055","5509",""
"15.09.2019 00:00 - 15.09.2019 00:15","0","0","","4976","5401","","5612","5332",""
"15.09.2019 00:15 - 15.09.2019 00:30","0","0","","5069","5468","","5955","5777",""
"15.09.2019 00:30 - 15.09.2019 00:45","0","0","","5152","5536","","6296","6314",""
"15.09.2019 00:45 - 15.09.2019 01:00","0","0","","5248","5666","","6620","6586",""
"15.09.2019 01:00 - 15.09.2019 01:15","0","0","","5331","5721","","6964","6854",""
"15.09.2019 01:15 - 15.09.2019 01:30","0","0","","5393","5768","","7342","7325",""
"15.09.2019 01:30 - 15.09.2019 01:45","0","0","","5456","5779","","7723","7731",""
"15.09.2019 01:45 - 15.09.2019 02:00","0","0","","5518","5792","","8174","8269",""
"15.09.2019 02:00 - 15.09.2019 02:15","0","0","","5582","5821","","8620","8884",""
"15.09.2019 02:15 - 15.09.2019 02:30","0","0","","5615","5843","","8932","9151",""
"15.09.2019 02:30 - 15.09.2019 02:45","0","0","","5651","5830","","9243","9554",""
"15.09.2019 02:45 - 15.09.2019 03:00","0","0","","5686","5879","","9545","9816",""
"15.09.2019 03:00 - 15.09.2019 03:15","0","0","","5719","5900","","9703","10455",""
"15.09.2019 03:15 - 15.09.2019 03:30","0","0","","5739","5885","","9993","10737",""
"15.09.2019 03:30 - 15.09.2019 03:45","0","0","","5755","5895","","10291","11206",""
"15.09.2019 03:45 - 15.09.2019 04:00","0","0","","5776","5727","","10606","11658",""
"15.09.2019 04:00 - 15.09.2019 04:15","0","0","","5798","5692","","10919","12220",""
"15.09.2019 04:15 - 15.09.2019 04:30","0","0","","5812","5723","","11202","12329",""
"15.09.2019 04:30 - 15.09.2019 04:45","0","0","","5640","5651","","11226","12721",""
"15.09.2019 04:45 - 15.09.2019 05:00","0","0","","5651","5619","","11510","13170",""
"15.09.2019 05:00 - 15.09.2019 05:15","0","0","","5664","5561","","11793","13457",""
"15.09.2019 05:15 - 15.09.2019 05:30","0","0","","5659","5529","","11930","13580",""
"15.09.2019 05:30 - 15.09.2019 05:45","0","0","","5658","5429","","12070","13759",""
"15.09.2019 05:45 - 15.09.2019 06:00","0","0","","5655","5377","","12222","14037",""
"15.09.2019 06:00 - 15.09.2019 06:15","0","0","","5649","5361","","12591","14445",""
"15.09.2019 06:15 - 15.09.2019 06:30","0","0","","5641","5372","","12784","14586",""
"15.09.2019 06:30 - 15.09.2019 06:45","1","2","","5633","5316","","12974","14929",""
"15.09.2019 06:45 - 15.09.2019 07:00","135","127","","5625","5337","","13131","15145",""
"15.09.2019 07:00 - 15.09.2019 07:15","419","392","","5618","5291","","13275","15460",""
"15.09.2019 07:15 - 15.09.2019 07:30","1031","1024","","5613","5145","","13400","15677",""
"15.09.2019 07:30 - 15.09.2019 07:45","2245","2130","","5603","4977","","13531","15899",""
"15.09.2019 07:45 - 15.09.2019 08:00","3557","3455","","5598","5016","","13593","15852",""
"15.09.2019 08:00 - 15.09.2019 08:15","5001","4921","","5590","5048","","13638","15655",""
"15.09.2019 08:15 - 15.09.2019 08:30","6503","6504","","5578","5073","","13216","15119",""
"15.09.2019 08:30 - 15.09.2019 08:45","8172","8242","","5558","5090","","12792","14684",""
"15.09.2019 08:45 - 15.09.2019 09:00","9881","10001","","5543","5116","","12330","14125",""
"15.09.2019 09:00 - 15.09.2019 09:15","11589","11749","","5531","5131","","11837","13586",""
"15.09.2019 09:15 - 15.09.2019 09:30","13265","13485","","5517","5135","","11290","12903",""
"15.09.2019 09:30 - 15.09.2019 09:45","14913","15189","","5639","5144","","10935","12236",""
"15.09.2019 09:45 - 15.09.2019 10:00","16500","16800","","5605","5150","","10630","11839",""
"15.09.2019 10:00 - 15.09.2019 10:15","17962","18291","","5567","5149","","10369","11513",""
"15.09.2019 10:15 - 15.09.2019 10:30","19312","19667","","5525","5459","","10395","11693",""
"15.09.2019 10:30 - 15.09.2019 10:45","20559","20944","","5485","5434","","10435","11805",""
"15.09.2019 10:45 - 15.09.2019 11:00","21713","22092","","5443","5405","","10660","12146",""
"15.09.2019 11:00 - 15.09.2019 11:15","22723","23121","","5393","5383","","10904","12494",""
"15.09.2019 11:15 - 15.09.2019 11:30","23585","23993","","5330","5341","","11117","12831",""
"15.09.2019 11:30 - 15.09.2019 11:45","24287","24713","","5267","5354","","11330","13230",""
"15.09.2019 11:45 - 15.09.2019 12:00","24886","25307","","5199","5314","","11611","13540",""
"15.09.2019 12:00 - 15.09.2019 12:15","25370","25800","","5135","5258","","11874","13824",""
"15.09.2019 12:15 - 15.09.2019 12:30","25720","26124","","5077","5189","","12001","14010",""
"15.09.2019 12:30 - 15.09.2019 12:45","25929","26320","","5021","5115","","12125","14199",""
"15.09.2019 12:45 - 15.09.2019 13:00","26031","26416","","4971","5046","","12237","14311",""
"15.09.2019 13:00 - 15.09.2019 13:15","26017","26403","","4897","4970","","12330","14428",""
"15.09.2019 13:15 - 15.09.2019 13:30","25876","26268","","4805","4907","","12445","14497",""
"15.09.2019 13:30 - 15.09.2019 13:45","25598","25996","","4705","4839","","12571","14566",""
"15.09.2019 13:45 - 15.09.2019 14:00","25232","25623","","4606","4777","","12599","14564",""
"15.09.2019 14:00 - 15.09.2019 14:15","24751","24906","","4523","4771","","12600","14263",""
"15.09.2019 14:15 - 15.09.2019 14:30","24131","24295","","4478","4725","","12528","14259",""
"15.09.2019 14:30 - 15.09.2019 14:45","23356","23536","","4432","4676","","12460","14262",""
"15.09.2019 14:45 - 15.09.2019 15:00","22540","22710","","4387","4628","","12406","14177",""
"15.09.2019 15:00 - 15.09.2019 15:15","21620","21771","","4350","4589","","12354","14142",""
"15.09.2019 15:15 - 15.09.2019 15:30","20594","20721","","4319","4563","","12252","14112",""
"15.09.2019 15:30 - 15.09.2019 15:45","19453","19562","","4284","4545","","12155","14072",""
"15.09.2019 15:45 - 15.09.2019 16:00","18236","18333","","4250","4525","","12038","14015",""
"15.09.2019 16:00 - 15.09.2019 16:15","16930","17000","","4221","4497","","11915","13958",""
"15.09.2019 16:15 - 15.09.2019 16:30","15539","15592","","4219","4448","","11829","13874",""
"15.09.2019 16:30 - 15.09.2019 16:45","14034","14093","","4217","4403","","11740","13786",""
"15.09.2019 16:45 - 15.09.2019 17:00","12467","12514","","4216","4357","","11646","13693",""
"15.09.2019 17:00 - 15.09.2019 17:15","10851","10878","","4201","4296","","11561","13609",""
"15.09.2019 17:15 - 15.09.2019 17:30","9237","9216","","4158","4225","","11398","13346",""
"15.09.2019 17:30 - 15.09.2019 17:45","7598","7556","","4114","4152","","11232","13087",""
"15.09.2019 17:45 - 15.09.2019 18:00","6047","5983","","4071","4076","","11058","12816",""
"15.09.2019 18:00 - 15.09.2019 18:15","4625","4528","","3992","4003","","10919","12531",""
"15.09.2019 18:15 - 15.09.2019 18:30","3303","3189","","3858","3921","","10838","12332",""
"15.09.2019 18:30 - 15.09.2019 18:45","2215","2073","","3722","3843","","10764","12125",""
"15.09.2019 18:45 - 15.09.2019 19:00","1321","1180","","3590","3758","","10694","11918",""
"15.09.2019 19:00 - 15.09.2019 19:15","602","525","","3477","3687","","10601","11703",""
"15.09.2019 19:15 - 15.09.2019 19:30","227","203","","3389","3623","","10467","11490",""
"15.09.2019 19:30 - 15.09.2019 19:45","50","50","","3298","3561","","10328","11273",""
"15.09.2019 19:45 - 15.09.2019 20:00","0","0","","3210","3496","","10206","11065",""
"15.09.2019 20:00 - 15.09.2019 20:15","0","0","","3127","3440","","10086","10866",""
"15.09.2019 20:15 - 15.09.2019 20:30","0","0","","3055","3423","","9937","10700",""
"15.09.2019 20:30 - 15.09.2019 20:45","0","0","","2982","3406","","9788","10545",""
"15.09.2019 20:45 - 15.09.2019 21:00","0","0","","2919","3389","","9634","10390",""
"15.09.2019 21:00 - 15.09.2019 21:15","0","0","","2869","3377","","9470","10150",""
"15.09.2019 21:15 - 15.09.2019 21:30","0","0","","2876","3388","","9311","9978",""
"15.09.2019 21:30 - 15.09.2019 21:45","0","0","","2880","3396","","9159","9808",""
"15.09.2019 21:45 - 15.09.2019 22:00","0","0","","2884","3406","","9010","9638",""
"15.09.2019 22:00 - 15.09.2019 22:15","0","0","","2894","3420","","8784","9417",""
"15.09.2019 22:15 - 15.09.2019 22:30","0","0","","2892","3418","","8673","9280",""
"15.09.2019 22:30 - 15.09.2019 22:45","0","0","","2886","3417","","8564","9141",""
"15.09.2019 22:45 - 15.09.2019 23:00","0","0","","2884","3415","","8454","9001",""
"15.09.2019 23:00 - 15.09.2019 23:15","0","0","","2883","3415","","8351","8864",""
"15.09.2019 23:15 - 15.09.2019 23:30","0","0","","2907","3411","","8190","8680",""
"15.09.2019 23:30 - 15.09.2019 23:45","0","0","","2931","3415","","8032","8490",""
"15.09.2019 23:45 - 16.09.2019 00:00","0","0","","2957","3423","","7872","8302",""
"16.09.2019 00:00 - 16.09.2019 00:15","0","0","","3606","3634","","8690","8732",""
"16.09.2019 00:15 - 16.09.2019 00:30","0","0","","3554","3544","","8517","8507",""
"16.09.2019 00:30 - 16.09.2019 00:45","0","0","","3507","3470","","8333","8320",""
"16.09.2019 00:45 - 16.09.2019 01:00","0","0","","3455","3372","","8155","8055",""
"16.09.2019 01:00 - 16.09.2019 01:15","0","0","","3406","3250","","7968","7915",""
"16.09.2019 01:15 - 16.09.2019 01:30","0","0","","3350","3174","","7803","7739",""
"16.09.2019 01:30 - 16.09.2019 01:45","0","0","","3299","3102","","7636","7694",""
"16.09.2019 01:45 - 16.09.2019 02:00","0","0","","3320","2987","","7586","7600",""
"16.09.2019 02:00 - 16.09.2019 02:15","0","0","","3271","2895","","7419","7388",""
"16.09.2019 02:15 - 16.09.2019 02:30","0","0","","3221","2888","","7238","7157",""
"16.09.2019 02:30 - 16.09.2019 02:45","0","0","","3177","2900","","7056","6944",""
"16.09.2019 02:45 - 16.09.2019 03:00","0","0","","3130","2895","","6874","6783",""
"16.09.2019 03:00 - 16.09.2019 03:15","0","0","","3084","2885","","6590","6577",""
"16.09.2019 03:15 - 16.09.2019 03:30","0","0","","3033","2860","","6422","6287",""
"16.09.2019 03:30 - 16.09.2019 03:45","0","0","","2987","2848","","6252","6029",""
"16.09.2019 03:45 - 16.09.2019 04:00","0","0","","2939","2800","","6084","5821",""
"16.09.2019 04:00 - 16.09.2019 04:15","0","0","","2894","2684","","5917","5652",""
"16.09.2019 04:15 - 16.09.2019 04:30","0","0","","2855","2660","","5764","5465",""
"16.09.2019 04:30 - 16.09.2019 04:45","0","0","","2815","2628","","5611","5334",""
"16.09.2019 04:45 - 16.09.2019 05:00","0","0","","2778","2609","","5454","5109",""
"16.09.2019 05:00 - 16.09.2019 05:15","0","0","","2742","2572","","5296","4947",""
"16.09.2019 05:15 - 16.09.2019 05:30","0","0","","2720","2539","","5208","4898",""
"16.09.2019 05:30 - 16.09.2019 05:45","0","0","","2695","2513","","5127","4889",""
"16.09.2019 05:45 - 16.09.2019 06:00","0","0","","2668","2470","","5049","4841",""
"16.09.2019 06:00 - 16.09.2019 06:15","0","0","","2646","2488","","5019","4698",""
"16.09.2019 06:15 - 16.09.2019 06:30","0","0","","2623","2451","","4946","4553",""
"16.09.2019 06:30 - 16.09.2019 06:45","0","0","","2596","2397","","4880","4396",""
"16.09.2019 06:45 - 16.09.2019 07:00","30","29","","2573","2366","","4806","4267",""
"16.09.2019 07:00 - 16.09.2019 07:15","203","187","","2552","2356","","4727","4143",""
"16.09.2019 07:15 - 16.09.2019 07:30","532","531","","2539","2365","","4640","4035",""
"16.09.2019 07:30 - 16.09.2019 07:45","1170","1153","","2527","2298","","4565","3964",""
"16.09.2019 07:45 - 16.09.2019 08:00","1885","1901","","2516","2312","","4488","3826",""
"16.09.2019 08:00 - 16.09.2019 08:15","2680","2719","","2506","2306","","4413","3742",""
"16.09.2019 08:15 - 16.09.2019 08:30","3518","3584","","2485","2299","","4367","3646",""
"16.09.2019 08:30 - 16.09.2019 08:45","4424","4532","","2466","2287","","4314","3521",""
"16.09.2019 08:45 - 16.09.2019 09:00","5350","5495","","2447","2275","","4264","3376",""
"16.09.2019 09:00 - 16.09.2019 09:15","6280","6453","","2428","2259","","4221","3418",""
"16.09.2019 09:15 - 16.09.2019 09:30","7211","7404","","2408","2238","","4251","3526",""
"16.09.2019 09:30 - 16.09.2019 09:45","8122","8339","","2390","2214","","4284","3641",""
"16.09.2019 09:45 - 16.09.2019 10:00","8988","9211","","2373","2190","","4319","3768",""
"16.09.2019 10:00 - 16.09.2019 10:15","9787","10015","","2348","2166","","4371","3899",""
"16.09.2019 10:15 - 16.09.2019 10:30","10527","10762","","2312","2127","","4462","4066",""
"16.09.2019 10:30 - 16.09.2019 10:45","11203","11450","","2275","2090","","4539","4233",""
"16.09.2019 10:45 - 16.09.2019 11:00","11828","12062","","2237","2055","","4633","4419",""
"16.09.2019 11:00 - 16.09.2019 11:15","12372","12597","","2195","2019","","4728","4595",""
"16.09.2019 11:15 - 16.09.2019 11:30","12839","13052","","2167","1999","","4826","4753",""
"16.09.2019 11:30 - 16.09.2019 11:45","13206","13407","","2134","1969","","4930","4921",""
